"building","geometryTitle","constructionTimeStart","municipalicy"
"http://kulturnav.org/2110e870-1ece-41ca-b37d-9ae6c17ff8dc","Malmö Airport","1972","Svedala"
"http://kulturnav.org/466806ea-150a-4af6-bf63-0eeb5c424519","Malmö centralstation","1872","Malmö"
"http://kulturnav.org/d4902ff3-efc8-4e73-b4c9-ee18db2e24ff","Malmö konserthus","1946","Malmö"
"http://kulturnav.org/2a867de6-425d-416a-9751-a8709fcfae8c","Malmö Konsthall","1971","Malmö"
"http://kulturnav.org/b26a533d-60f9-4ab5-b5a4-00515ba62ed3","Malmö stadion","1957","Malmö"
"http://kulturnav.org/4d79e485-bd36-46d8-9825-9f863ff13a89","Malmöhus","1536","Malmö"
"http://kulturnav.org/83bea127-c4ed-483b-93d1-32f6b52ab481","Maltesholmsskolan","1956","Stockholm"
"http://kulturnav.org/6cc4cabc-13ef-42ab-b2e3-88256e0eff41","Maria Magdalena kyrka","1345","Stockholm"
"http://kulturnav.org/ff1fdc30-f953-452c-98f5-a8143e3a4314","Maria Minor 6, Femvåningshus","1911","Lund"
"http://kulturnav.org/bb58b15f-f570-4380-a42d-aa16bca989ad","Mariahissen","1885","Stockholm"
"http://kulturnav.org/9968e65e-184d-4fd4-affb-3a25fd954e15","Mariakyrkan","1979","Eskilstuna"
"http://kulturnav.org/575d4cfa-f7bb-43df-a7d4-9d74d079023c","Mariakyrkan","1966","Halmstad"
"http://kulturnav.org/bdee1a41-5d5f-4966-8264-3e2bd44a44ce","Mariakyrkan","1977","Värnamo"
"http://kulturnav.org/d30a3ec9-435e-4e2c-974b-9d467a1be4c6","Mariakyrkan","1977","Växjö"
"http://kulturnav.org/98dd673b-d343-4cf5-8500-388a38d0fcd6","Mariedamms kapell","1930","Askersund"
"http://kulturnav.org/59af648a-d320-4d4d-86bf-a9dd5f608fec","Mariehällskyrkan","1922","Stockholm"
"http://kulturnav.org/cfb415ba-b23f-4248-abd7-3e4e86e0740e","Mariestads domkyrka","1593","Mariestad"
"http://kulturnav.org/212f279b-f6d5-4f51-9fc3-f253c59804cb","Markuskyrkan","1958","Stockholm"
"http://kulturnav.org/fddd3aa6-5c6b-4ba1-af91-e2d4f977459d","Marma kyrka","1926","Älvkarleby"
"http://kulturnav.org/895aa7f9-65ac-4ed0-ad6c-77b630380f58","Martin Luthers kyrka","1970","Halmstad"
"http://kulturnav.org/257671a6-2891-47ba-a200-b74a5c7d91c7","Masthuggskyrkan","1910","Göteborg"
"http://kulturnav.org/6cdac6e8-448f-4ab7-85d0-134ad7a5fa14","Matteusskolan","1895","Norrköping"
"http://kulturnav.org/a522c7e5-0d61-4e20-bb34-a4ce67b7da3d","Medevi brunn","1808","Motala"
"http://kulturnav.org/1d8ae31b-b96d-46ce-addc-4d12669d3476","Mehedeby missionshus, Betlehemskapellet","1880","Gävle"
"http://kulturnav.org/7fa963a6-d1d1-43ee-89d9-7d5978ab9c32","Messiaskapellet","1905","Stockholm"
"http://kulturnav.org/9610ef74-45a5-4a4d-b9b6-3a521fcb9947","Midsommarkransens skola","1915","Stockholm"
"http://kulturnav.org/4e043537-c431-434f-a532-dfaacf8d2b08","Mikaelikyrkan","1965","Västerås"
"http://kulturnav.org/d9c1de73-4b4f-4af3-8fdf-42546a85196f","Millesgården","1908","Lidingö"
"http://kulturnav.org/c6406fbc-7730-41dc-9fa6-198f3035b222","Millesgårdens konsthall","1998","Lidingö"
"http://kulturnav.org/979ca780-fe28-4629-b9a0-2e680222bb1c","Missionskapellet","1905","Lund"
"http://kulturnav.org/126a43fe-e422-4145-a282-15ee47023048","Moderna Museet","1994","Stockholm"
"http://kulturnav.org/d99e6083-954f-46e2-a688-83d398e5dc20","Mosebacke vattentorn","1895","Stockholm"
"http://kulturnav.org/36ce9531-6ad2-4f18-9ec4-f2bfa5b2a4a9","Motala tingshus","1850","Motala"
"http://kulturnav.org/af6f9392-dc65-45ed-ae3e-9a30446e6a24","Munkbron 9, Industrikreditaktiebolagets hus","1891","Stockholm"
"http://kulturnav.org/2b0af2b0-9b94-40ba-98b4-aa318bc787ce","Munkfors kyrka","1919","Munkfors"
"http://kulturnav.org/aa042fbc-a0fe-4447-b553-de51910a8241","Munktellstaden","2005","Eskilstuna"
"http://kulturnav.org/d892ced9-3794-4c4d-8d84-d147cd518a3f","Munsö skola","1950","Ekerö"
"http://kulturnav.org/73818399-c637-4a41-ab53-1f217a7cc5b9","Musketören 10, Flerbostadshus- Österrikiska ambassadens handelsråd","1916","Stockholm"
"http://kulturnav.org/c7fd9bc2-ebc4-4cbb-b026-c304c88dc35c","Mälarbron","1914","Malmö"
"http://kulturnav.org/708fc28d-63a6-4879-a537-2b1d94b43a36","Mälarhöjdens kyrka","1927","Stockholm"
"http://kulturnav.org/26850e76-d0f0-41b7-9532-f610d0b77bfa","Märsta kyrka","1955","Sigtuna"
"http://kulturnav.org/18ff9573-66f3-41c3-8158-48b8dd059ecc","Möljeryds kyrka","1894","Ronneby"
"http://kulturnav.org/4f8e522f-e22f-4e56-8c42-50019756cc0a","Mölle kapell","1934","Höganäs"
"http://kulturnav.org/0568114f-e7e5-487a-b84f-fa1bf6a36326","Nacka kyrka","1887","Nacka"
"http://kulturnav.org/8f6a43b4-d565-4373-9a0a-6794133ab371","Nacksta kyrka","1969","Sundsvall"
"http://kulturnav.org/d44c82c7-33a9-4db5-a792-ea7d08894950","Nannaskolan","1945","Uppsala"
"http://kulturnav.org/4b420ac6-e704-4cd0-8d7a-74796b154d42","Naturhistoriska riksmuseet","1907","Stockholm"
"http://kulturnav.org/47e17a86-eb41-49b2-b210-ac60e5b44e91","Navigationsskolan i Göteborg","1862","Göteborg"
"http://kulturnav.org/4be5dbec-7f06-4ace-9ba8-ba256efaad20","Nedre Manilla","1909","Stockholm"
"http://kulturnav.org/4c1d7a67-7911-460f-b31a-1e6343ea4796","Nissaströms kyrka","1939","Halmstad"
"http://kulturnav.org/aa3bc5e9-7f00-4fa0-82e4-e100c13abb4e","Nobelstiftelsens hus","1886","Stockholm"
"http://kulturnav.org/05aad9f4-9168-4526-a385-b91357fdeba8","Norbergs gravkapell","1902","Norberg"
"http://kulturnav.org/03c1de3c-0db7-43da-a2af-7e3b8528f490","Nordhemsskolan","1917","Göteborg"
"http://kulturnav.org/a2101b4d-6855-4108-91a9-2a5fb054a582","Nordiska akvarellmuseet","1999","Tjörn"
"http://kulturnav.org/7bbd6621-0119-4ae8-8844-03c1a23d8380","Nordiska Handelsbanken, Stockholm","1918","Stockholm"
"http://kulturnav.org/8fbd1bb2-be85-4290-87c3-4e76c7c1db67","Nordiska museet","1897","Stockholm"
"http://kulturnav.org/e20abfc7-d08d-4147-bf82-70fd926d03c6","Nordskogens skola","1900","Jönköping"
"http://kulturnav.org/4285fc9d-bce3-498f-8380-661f42275fe9","Norra krematoriet, Norra begravningsplatsen","1909","Solna"
"http://kulturnav.org/8806f737-2092-4732-be12-01a934a39921","Norra Latin","1876","Stockholm"
"http://kulturnav.org/4cbe2b05-f3f8-484d-a905-eeb8638cd0fd","Norra Ängby skola","1929","Stockholm"
"http://kulturnav.org/52375e36-17b7-4b67-8926-93fde4c88a7b","Norrahammars kyrka","1929","Jönköping"
"http://kulturnav.org/8eadf7dc-8c6c-4a76-89f8-69efad886658","Norrköpings centralstation","1865","Norrköping"
"http://kulturnav.org/56719e7e-3009-4728-8664-f3838ce76170","Norrköpings gamla vattentorn","1904","Norrköping"
"http://kulturnav.org/a20ae3e6-801e-4ca3-beca-1146a5da01e1","Norrköpings stadsbibliotek","1970","Norrköping"
"http://kulturnav.org/657c03c1-2278-4a51-bfe2-879b3245a01e","Norrtull 11, Fyravåningshus","1949","Lund"
"http://kulturnav.org/b61dab2f-2d98-49cd-b91f-8c002ca4ae5a","Norrtull 13, Sexvåningshus","1959","Lund"
"http://kulturnav.org/474f04d9-9c59-4092-be79-043aa69d5f80","Norsborgs vattenverk","1900","Stockholm"
"http://kulturnav.org/3392bf9a-277c-4023-9152-63b489dd25e4","Nya Sparbankens byggnad","1913","Lund"
"http://kulturnav.org/ff7e2dd4-86af-4eff-8e6e-2a04d79e6729","Nya Sällskapet","1884","Stockholm"
"http://kulturnav.org/d9b99bc6-17d4-4f63-bba2-5a1a53cf59bc","Nybro kyrka","1929","Nybro"
"http://kulturnav.org/2a1cd5b0-a45e-4fcb-83d3-010ce41bb151","Nyckelviksskolan","1985","Lidingö"
"http://kulturnav.org/08cb573a-2312-4c03-84a3-b396905f92e5","Nyköpings centralstation","1915","Nyköping"
"http://kulturnav.org/35680966-934e-44af-91d0-ade52cb4eef4","Nylöse kyrka","1929","Göteborg"
"http://kulturnav.org/304ada82-9e06-471f-a05e-c85e44f06718","Nynäshamns kyrka","1928","Nynäshamn"
"http://kulturnav.org/fdabcf0d-7d3b-49d8-a07f-8c7c0c7ddd08","Nyskoga kyrka","1926","Torsby"
"http://kulturnav.org/7fd19abf-196f-4d67-9ca5-9798102dbaf6","Nytorpsskolan","1950","Stockholm"
"http://kulturnav.org/89584dad-3bec-4fd0-8623-cbc054119a7c","Närhetens kyrka","1970","Kil"
"http://kulturnav.org/119419c7-24c7-4584-bb14-2c80cf197d90","Näsby kyrka","1937","Kristianstad"
"http://kulturnav.org/82595c89-073b-45d9-977b-27b2f8fd44eb","Nässjö stadskyrka","1907","Nässjö"
"http://kulturnav.org/b66784a6-b71a-4a23-9d3e-d017d6a91c1c","Nådens kapell","1976","Mörbylånga"
"http://kulturnav.org/50b1a93f-03a1-46a6-923a-d8b9dbf3b29c","Odenplan","1999","Stockholm"
"http://kulturnav.org/6190f7c2-321b-4da6-b360-f8fd8e84375c","Ohs kyrka","1929","Värnamo"
"http://kulturnav.org/d3b66c28-2197-4c56-8b18-de9b1cbe2297","Olaus Petri kyrka","1957","Stockholm"
"http://kulturnav.org/5101043f-7c01-41dd-a67e-d24b78663a36","Olidans kraftverk","1906","Trollhättan"
"http://kulturnav.org/e6fb0f05-727b-4519-a87e-eb13d20b915c","Olofströms kyrka","1933","Olofström"
"http://kulturnav.org/b0ad27ec-f14c-40da-ad1f-cbb4a1572772","Orgelpipan 7, Kontors- och affärshus","1962","Stockholm"
"http://kulturnav.org/f7f65b2d-b76a-42c1-a92e-caa736a7f686","Ornässtugan","1867","Solna"
"http://kulturnav.org/5914a42b-57ec-485d-9554-a51ac4d366e1","Ornässtugan","1480","Borlänge"
"http://kulturnav.org/725f1293-1310-48e9-9e5b-ccd41c7798fd","Oscarskyrkan","1903","Stockholm"
"http://kulturnav.org/9ee7cc16-b8db-49eb-a05d-27391a565e59","Oscarsteatern","1905","Stockholm"
"http://kulturnav.org/99454fbd-d660-44ce-9932-7d42db3da4d2","Ottenby gamla flyttfågelmuseum","1960","Mörbylånga"
"http://kulturnav.org/33b4f449-b698-4db0-b6df-7aa593fa1284","Oxie kyrka","1100","Malmö"
"http://kulturnav.org/bf821370-67ec-4400-ada8-f6ecf3354d27","P-Centrum","1962","Stockholm"
"http://kulturnav.org/b47d5e1e-9354-45d4-a7be-293187f70733","Pagen 14, Hattfabrik","1897","Stockholm"
"http://kulturnav.org/738f1867-b640-4d34-9cd1-c26df8284f3c","Paradis 44, Fyravåningshus","1932","Lund"
"http://kulturnav.org/3aa0f423-cc61-46a0-9b3c-8975ccf9a5bd","Parkaden","1963","Stockholm"
"http://kulturnav.org/761795c1-2b44-4130-a1dd-2e8497866e8a","Partille kyrka","1150","Partille"
"http://kulturnav.org/586fb75f-bcd3-4c65-81d4-054d9d005afe","Per Ekströms villa, Borgholm","1904","Borgholm"
"http://kulturnav.org/8819419c-61dc-41a8-99ea-6b546578817e","Perseus 8, Flerbostadshus- butiker","1887","Stockholm"
"http://kulturnav.org/79b5bfc2-3e4c-4676-874b-2cda73c60a5e","Petribron","1914","Malmö"
"http://kulturnav.org/f770fa43-a33f-4e59-8987-72d309ee33eb","Petruskyrkan","1962","Danderyd"
"http://kulturnav.org/935dd3a5-0c22-4fbc-bd20-0d025d5f15e7","Piperska palatset","1690","Stockholm"
"http://kulturnav.org/09eb9dc5-9a94-4eee-aac0-31fb88575e57","Piplärkan 1, Kontorsbyggnad","1910","Stockholm"
"http://kulturnav.org/f188b353-88a3-49ed-bcec-72529843baf0","Piplärkan 10, Flerbostadshus","1911","Stockholm"
"http://kulturnav.org/8c33fceb-d754-4384-a025-e6cdce053687","Piplärkan 13, Flerbostadshus","1911","Stockholm"
"http://kulturnav.org/f12ab8ea-56d3-4977-b7f1-98980c27522e","Piplärkan 14, Flerbostadshus","1910","Stockholm"
"http://kulturnav.org/5ef653b6-db24-4d5d-a649-ae523a595bac","Piplärkan 15, Kontorsbyggnad","1910","Stockholm"
"http://kulturnav.org/46d0cc49-8049-4e2c-82fa-5e4332da5c40","Piplärkan 2, Kontorsbyggnad","1909","Stockholm"
"http://kulturnav.org/faf38b25-6929-4b0e-9423-3e950bd41996","Piplärkan 3, Iraks ambassad","1909","Stockholm"
"http://kulturnav.org/c63352fe-27c0-484c-9bd9-64a84e8eb85b","Piplärkan 4, Flerbostadshus","1909","Stockholm"
"http://kulturnav.org/de941f67-c2ea-4302-a2ba-834325c6cdb5","Piplärkan 5, Flerbostadshus","1910","Stockholm"
"http://kulturnav.org/12e3fcc0-e3c2-4f06-b0ee-33dbc8865d7c","Piplärkan 6, Flerbostadshus","1910","Stockholm"
"http://kulturnav.org/be813ecd-3859-4980-919b-3190c44a2148","Piplärkan 7, Kontorsbyggnad- ambassad","1910","Stockholm"
"http://kulturnav.org/f5ace79e-d50f-4585-b3a8-89c2a9f68b7a","Piplärkan 8, Libyens ambassad","1909","Stockholm"
"http://kulturnav.org/24fc8b73-aa83-4ec1-a8c9-d5d57e07f163","Piplärkan 9, Flerbostadshus- kontor","1912","Stockholm"
"http://kulturnav.org/c6b7774d-c031-42a3-967c-bb4cea75d000","Polarforskaren 10, Flerbostadshus","1939","Stockholm"
"http://kulturnav.org/ee37d2c6-0b3a-426a-aa67-f6291084b545","Prennegatan 10, Trevåningshus","1939","Lund"
"http://kulturnav.org/d366c867-2246-40e3-bee2-0fb4889ba261","Prennegatan 8, Trevåningshus","1924","Lund"
"http://kulturnav.org/df121511-0f4e-413f-b74d-d128b994d779","Pressens villa","1901","Nacka"
"http://kulturnav.org/2b4d6ed8-b82d-4f78-972a-fb555f1c1da6","Prins Eugens Waldemarsudde","1903","Stockholm"
"http://kulturnav.org/67d60c40-ebcc-4bb9-805b-6b70322237c4","Pub, PUB-varuhus","1915","Stockholm"
"http://kulturnav.org/b07c12ce-2b67-4ab2-910a-c87af36f4aa1","Pålsboda kyrka","1934","Hallsberg"
"http://kulturnav.org/271d7694-528e-4caf-ba5a-17e125667772","Quality Hotel Ekoxen","1900","Linköping"
"http://kulturnav.org/1a087fe4-2422-4402-874d-d8fa50df4204","Radiumhemmet, Karolinska sjukhuset","1934","Solna"
"http://kulturnav.org/f4f22443-5ac2-4e6e-a2df-768fd8f90173","Ramlösa station","1998","Helsingborg"
"http://kulturnav.org/786a3768-3b00-4927-a3aa-221e51177d4a","Ramsta kyrka","1925","Uppsala"
"http://kulturnav.org/3244f2ba-7686-4565-a65b-a4eb5e5a1e4d","Rastaborg","1910","Ekerö"
"http://kulturnav.org/531ea4d2-e3c0-45a1-8198-61dc31d5e5f5","Repslagaren 17, Trevåningshus","1927","Lund"
"http://kulturnav.org/2b834475-a22a-4470-9b41-88d7cacafca2","Repslagaren 19, Fyravåningshus","1926","Lund"
"http://kulturnav.org/75d4605f-0f45-406a-a718-f12c3abde2f3","Repslagaren 25, Trevåningshus","1943","Lund"
"http://kulturnav.org/defe3cfa-d31d-4810-a4c4-4fdd373b49c6","Repslagaren 26, Femvåningshus","1964","Lund"
"http://kulturnav.org/ec2d4291-8e47-433a-a73b-3c396b29e57c","Ribbingska sjukhemmet","1914","Lund"
"http://kulturnav.org/e45565eb-3547-46f5-92ab-e83e7e7e076c","Ribersborgs kallbadhus","1867","Malmö"
"http://kulturnav.org/e6e0dd4c-75cf-4b0b-a600-66fca89da644","Riddaren 17, Kontorsbyggnad","1910","Stockholm"
"http://kulturnav.org/b3e43bcd-333e-4513-af22-13609c5485b3","Riddarholmskyrkan","1275","Stockholm"
"http://kulturnav.org/d24bcb13-5413-412e-ac3f-57b349233b41","Riddarhuspalatset, Riddarhuset","1641","Stockholm"
"http://kulturnav.org/18434622-051b-48e3-a671-cbd8e49d0049","Riksbanken","1976","Malmö"
"http://kulturnav.org/5b9ade0c-a06d-4f30-90ed-5f6fdc993f86","Riksbron","1928","Stockholm"
"http://kulturnav.org/c4e15f5f-3b02-4a11-9452-7dbced3ef56a","Ringen centrum","1915","Stockholm"
"http://kulturnav.org/8fb21bf8-52cc-4037-a162-82ef94f41fc7","Risebergaskolan","1994","Malmö"
"http://kulturnav.org/c6c579fe-0d18-49a4-8984-a30c5fc3e231","Rival, Biografen Rival","1938","Stockholm"
"http://kulturnav.org/8a56f0ea-cec0-4c09-a96f-e50d672ca0c2","Romanäs sanatorium","1907","Tranås"
"http://kulturnav.org/b54eb438-e078-4a36-9417-3bbdb9a8ab25","Rosenborgshuset","1882","Stockholm"
"http://kulturnav.org/e5bf75a6-d06c-4cb8-a907-6c9e1a847699","Rosendals slott","1827","Stockholm"
"http://kulturnav.org/822c83f9-4872-49ae-9a74-b1e9fd7db2cc","Rosenlunds sjukhus","1887","Stockholm"
"http://kulturnav.org/f4709544-908c-435f-a29e-ff7f95acc352","Rotundan 3, Kontorshus med butiker","1958","Stockholm"
"http://kulturnav.org/8bda8138-dbea-4cfc-80ad-a408f4189e62","Royal Viking, Hotel Royal Viking","1983","Stockholm"
"http://kulturnav.org/62b30151-88f4-4f6b-a7f8-0cabd9c9478f","Royal, Biograf - Royal","1935","Stockholm"
"http://kulturnav.org/5be84f56-8cce-412d-a1bb-87d538d075de","Rudboda kyrka","1972","Lidingö"
"http://kulturnav.org/46b70b5e-2102-42f5-bfac-3a96c87f1446","Rudolf Steinerseminariet","1967","Södertälje"
"http://kulturnav.org/90f0061d-33a0-4207-b97b-df9eef659ca8","Rya kyrka","1936","Kungsbacka"
"http://kulturnav.org/388fe798-7ba4-41ad-b0ab-ce52d0e6a987","Rydebäcks station","2000","Helsingborg"
"http://kulturnav.org/ebbc5c68-2fe3-4f6c-8f22-7b4335aec031","Rydöbruks kapell","1925","Hylte"
"http://kulturnav.org/e99d6bd7-6873-444a-9dc0-32527c37dff3","Rydöbruks missionshus","1900","Hylte"
"http://kulturnav.org/83f541bb-6976-46c6-9701-2a02bf9238ba","Ryningska palatset","1640","Stockholm"
"http://kulturnav.org/cda684b0-1c9c-4fa2-b7ee-75aa70a4756c","Rännilen 11, Flerbostadshus- butiker","1899","Stockholm"
"http://kulturnav.org/f37c7ef1-1aea-4261-a854-4a035c0eca39","Röda Korsets sjukhus","1924","Stockholm"
"http://kulturnav.org/1e9e94f1-3dea-494b-8e15-9ccf8a0d4cbb","Röhsska museet","1913","Göteborg"
"http://kulturnav.org/0a0307b4-dcf3-4707-800d-f04f9eaaeb4e","Rönnby kyrk-center","1972","Västerås"
"http://kulturnav.org/a5c55584-0586-4515-906e-6d2539512b20","Rönninge gård","1900","Salem"
"http://kulturnav.org/407cb4e8-fa1e-4af0-a756-134d050cd531","Rådmansgatan 42, Kontorshus för Kanal 5","1999","Stockholm"
"http://kulturnav.org/af00a4d3-56f9-41bb-8e2c-5408974bf9c7","Rågsveds centrum","1958","Stockholm"
"http://kulturnav.org/73781f38-b66b-48c2-a894-d291adb684ae","Rålambshovsskolan","1939","Stockholm"
"http://kulturnav.org/0ea3729e-dbce-4b27-b8ee-a1fa098dff97","Råslätts kyrka","1974","Jönköping"
"http://kulturnav.org/d883055e-7a9c-4898-ac2c-84fa4bee4454","Råstahem","1925","Solna"
"http://kulturnav.org/023fdb4d-5c5b-4473-b669-0954efacf070","Råsunda kyrka","1963","Solna"
"http://kulturnav.org/c5699427-d0a2-455c-9878-0c3396dce492","Råsunda vattentorn","1910","Solna"
"http://kulturnav.org/2c58147d-e960-4c0c-8633-881636244548","Råsundaskolan","1950","Solna"
"http://kulturnav.org/eddf7867-1026-4fd4-bbd4-ac5b6904b2d5","S:t Eriks Katolska Skola","1966","Stockholm"
"http://kulturnav.org/ee83ac2b-1672-4922-b560-f6a8d38be12f","S:t Eriksbron","1944","Stockholm"
"http://kulturnav.org/e37596bd-2ff9-4c07-9104-071ead9c6977","S:t Görans gymnasium","1956","Stockholm"
"http://kulturnav.org/9bd3429e-8859-40c8-be85-1250afdc53fb","S:t Görans kapell","1965","Vingåker"
"http://kulturnav.org/ad32b1f1-521e-4332-ac7a-ac432a27d691","S:t Johanneskyrkan","1866","Göteborg"
"http://kulturnav.org/0383832c-faba-4093-b19b-72fa1f6d73c3","S:t Olofsbron","1964","Uppsala"
"http://kulturnav.org/14467292-8017-4c11-9c65-5c8567240171","S:t Paulskyrkan","1874","Stockholm"
"http://kulturnav.org/65ce99d1-8454-4ff4-a3e1-a6b2bb26d521","Saga","1840","Uppsala"
"http://kulturnav.org/56907527-c631-46f1-b911-34544fd10868","Saga biograf","1939","Västerås"
"http://kulturnav.org/900bb016-dfe3-49fe-b6c5-0ad540097b68","Sagerska huset","1894","Stockholm"
"http://kulturnav.org/e250f465-572c-4d07-ad8b-e37eefe154c0","Saint Andrew's Church","1855","Göteborg"
"http://kulturnav.org/08bec7f2-72b5-4157-93b9-1b5c00ad72f5","Salabackekyrkan","1958","Uppsala"
"http://kulturnav.org/a9daee05-4cac-40b6-bf4e-7f352e562db7","Saltsjöbadens observatorium","1929","Nacka"
"http://kulturnav.org/86100645-44cd-4585-b8b4-c586e57d14cb","Saltsjöbadens Samskola","1913","Nacka"
"http://kulturnav.org/e78e64f9-8619-40c8-bc3f-dd2ccbabf2b7","Sandbäckskyrkan","1972","Katrineholm"
"http://kulturnav.org/25802f85-4a4c-45e0-8278-0da9703c1525","Sandgatan 12, Trevåningshus","1906","Lund"
"http://kulturnav.org/dd4a3486-d55f-4e33-9313-094a733a7b36","Sandhamns kapell","1935","Värmdö"
"http://kulturnav.org/dfeb5c86-fb5b-41b0-ac62-e3a6ec350a03","Sandvikens kyrka","1929","Sandviken"
"http://kulturnav.org/dbfa7bcd-7560-464e-bdde-20572fd52df0","Sankt Erikspalatset","1906","Stockholm"
"http://kulturnav.org/337fae04-ad82-47f2-8c0c-8056ad6ebb7c","Sankt Johannes kyrka","1884","Stockholm"
"http://kulturnav.org/b0fd6ded-d707-459a-ac30-05855719e8fb","Sankt Matteus kyrka","1901","Stockholm"
"http://kulturnav.org/91769458-f128-4bbb-a735-8236ee16190e","Sankt Mårten 21, Trevåningshus","1916","Lund"
"http://kulturnav.org/ee3df20d-7571-4c12-aae7-b08c3764f1eb","Sankt Olofs kapell","1976","Borgholm"
"http://kulturnav.org/4a570e36-0532-44ce-9c1b-ad6f42b34daa","Sankt Olofs kapell","1935","Kumla"
"http://kulturnav.org/a01465fb-13d5-4cb6-968d-e7864481630d","Sankt Peter 15, Fyravåningshus","1903","Lund"
"http://kulturnav.org/13d1fbb2-ab6e-4bce-ba97-6758235c18fa","Sankt Peter 16, Fyravåningshus","1903","Lund"
"http://kulturnav.org/c51f3423-a3a4-4ebc-953a-36aa872f9081","Sankt Peter 17, Fyravåningshus","1903","Lund"
"http://kulturnav.org/da915404-85e9-417e-a67d-a62b75e2c2f8","Sankt Peter 18, Fyravåningshus","1903","Lund"
"http://kulturnav.org/0c42df67-c272-40f8-9b24-13d17d79d01b","Sankt Petri kyrka","1100","Malmö"
"http://kulturnav.org/5149b8d1-b863-4a4b-9738-f4febf31cf40","Sankt Thomas 10, Göteborgs Nation","1952","Lund"
"http://kulturnav.org/78c11bb2-fcca-4cfe-9af8-6b58472456fe","Sankt Thomas 11, Femvåningshus","1916","Lund"
"http://kulturnav.org/bc953eb7-a32f-4ad7-b53a-b852739524ae","Sankt Thomas 13, Bostadshus","1940","Lund"
"http://kulturnav.org/339a843e-68f8-4879-b412-fbe7276ed690","Sankt Thomas 30, Trevåningshus","1908","Lund"
"http://kulturnav.org/39f303f6-538f-4084-97bd-e6e88e4fcb23","Sankt Thomas 31","1939","Lund"
"http://kulturnav.org/01e949e8-55d5-4373-8de7-af797b596894","Sankt Thomas 32, Femvåningshus","1944","Lund"
"http://kulturnav.org/91c318ea-cf30-4eb7-a451-483608df53cb","Sankt Thomas 34, Femvåningshus","1945","Lund"
"http://kulturnav.org/1dd0e446-af30-434e-a807-20e4603c258b","Sankt Thomas 37, Malmö Nation","1961","Lund"
"http://kulturnav.org/485c9a68-2454-4c7a-b0b7-2f6fcc89f4ed","Sankt Tomas kyrka","1959","Stockholm"
"http://kulturnav.org/dcd2b166-26ca-4346-8c0d-ff60944c2c56","Sankta clara kyrka","1572","Stockholm"
"http://kulturnav.org/d5181ff0-8ac9-4995-8c04-27090f456b9b","Sanna kyrka","1929","Jönköping"
"http://kulturnav.org/43c9cc6b-30ff-46af-b8c9-71deee751cbb","Sannaskolan","1940","Göteborg"
"http://kulturnav.org/b6ed7d2c-7c48-4ad9-8265-74b9038d93a8","Savoy Hotel, Malmö","1912","Malmö"
"http://kulturnav.org/bf52f0ce-1c51-42b0-b482-9a06a2721626","Saxemara kyrka","1937","Ronneby"
"http://kulturnav.org/4ad8217b-255e-41d1-9779-61cba016bf63","Scandic Crown","1988","Göteborg"
"http://kulturnav.org/91f58ba1-5bbd-4055-9ab9-620d7eac4744","Scandic Frimurarehotellet","1912","Linköping"
"http://kulturnav.org/902150f7-fc84-4747-a6e7-24e1c56e3e7f","Scandinavium","1971","Göteborg"
"http://kulturnav.org/f4f6b161-7f1c-49c1-aa86-7956e49a906f","Schefflerska palatset","1699","Stockholm"
"http://kulturnav.org/877789a5-9d4a-4736-9f53-b32a39989b60","Schering Rosenhanes palats","1652","Stockholm"
"http://kulturnav.org/5c2c5a6b-7b66-4722-a0b2-4e10f87ff6ba","Schneidlerska villan","1922","Stockholm"
"http://kulturnav.org/2fa4e578-bd8c-4fd1-afbc-3b6ef911aba2","Seglora kyrka","1729","Stockholm"
"http://kulturnav.org/6bb0b8c8-c535-494c-bd52-35411a10d93a","Sergelgången","2002","Stockholm"
"http://kulturnav.org/d8f8609f-de2f-4be5-94d5-5cfd074a0fb6","Setterwallska villan","1896","Nacka"
"http://kulturnav.org/85652fc9-bd98-479a-88f4-ff5587ce26a9","Sfären, Flerbostadshus och servicelägenheter","1989","Solna"
"http://kulturnav.org/f42b5c3d-a453-405b-83c2-e42e4c404521","Sheraton, Stockholm","1969","Stockholm"
"http://kulturnav.org/a1ce2ccf-4578-48f3-a11e-d893dade4b6e","Sidensvansen 6, Fd ambassad- flerbostadshus","1915","Stockholm"
"http://kulturnav.org/a5eac15f-147b-43b8-b7f3-8162042a893e","Sidensvansen 7, Kinas ambassad","1914","Stockholm"
"http://kulturnav.org/d41aba34-1f15-4296-a4dd-9b0eda0eb860","Sidensvansen 8, Flerbostadshus","1915","Stockholm"
"http://kulturnav.org/2dcf5f1f-9647-4fbf-b0ab-2780b507add6","Sidsjöns sjukhus","1939","Sundsvall"
"http://kulturnav.org/5d35153b-656a-4a94-94a8-1e7c2d5406c8","Sigtunastiftelsen","1916","Sigtuna"
"http://kulturnav.org/0fefc6b7-dcb0-4d0b-9596-1b13172ec448","Siknäs kyrka","1938","Mora"
"http://kulturnav.org/e976155f-b086-4f9c-b215-8b11c8cf20f4","Sillhövda kyrka","1945","Karlskrona"
"http://kulturnav.org/e7d3f64e-b158-414e-ab92-ab6beea0f606","Simhallsbadet","1939","Helsingborg"
"http://kulturnav.org/b5fc45c3-7245-45e2-83b7-ec93f1fa6974","Simhallsbadet, Malmö","1956","Malmö"
"http://kulturnav.org/3a2bae37-156b-4019-91a7-29d8f255b230","Siris kapell","1946","Torsby"
